geometry,year,label,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
POINT (-61.15294771372904 -8.09503343555045),2024,Deter_Deg_CsG,-0.07111111111111111,-0.010396001537870049,-0.16000000000000003,-0.05173394848135333,-0.07535563244905807,-0.041584006151480196,-0.004982698961937716,0.11909265667051133,-0.05536332179930796,0.12456747404844293,0.06698961937716265,0.15378700499807765,0.0629911572472126,-0.08421376393694734,0.03543252595155709,-0.14769703960015382,-0.12456747404844293,-0.07972318339100345,0.04822760476739715,-0.1085121107266436,0.16000000000000003,-0.0271280276816609,0.1929104190695886,0.33685505574778934,0.08421376393694734,0.08421376393694734,0.2519646289888504,-0.024605920799692427,0.04822760476739715,-0.06698961937716265,0.186082276047674,-0.14769703960015382,-0.12456747404844293,-0.08421376393694734,-0.11374086889657825,0.019930795847750864,-0.14769703960015382,-0.024605920799692427,-0.2364628988850442,0.03844675124951941,0.0005536332179930795,0.2069357939254133,0.11374086889657825,-0.05173394848135333,0.21413302575932336,-0.04822760476739715,-0.08882737408688965,-0.07535563244905807,-0.022206843521722412,-0.05536332179930796,0.28444444444444444,0.03254133025759323,-0.006151480199923107,0.14769703960015382,0.03844675124951941,0.14769703960015382,0.10340638216070744,-0.022206843521722412,0.2364628988850442,-0.022206843521722412,0.14173010380622836,-0.19986159169550174,0.09356401384083046,-0.07111111111111111
POINT (-61.15294771372904 -8.094943604022038),2024,Deter_Deg_CsG,-0.06698961937716265,-0.003014225297962322,-0.15378700499807765,-0.05173394848135333,-0.07111111111111111,-0.03844675124951941,-0.004982698961937716,0.11909265667051133,-0.05911572472126105,0.11909265667051133,0.06698961937716265,0.16000000000000003,0.05911572472126105,-0.07972318339100345,0.03254133025759323,-0.15378700499807765,-0.13016532103037293,-0.08421376393694734,0.05173394848135333,-0.09842368319876971,0.14769703960015382,-0.029773164167627833,0.19986159169550174,0.34602076124567477,0.08421376393694734,0.07535563244905807,0.24415224913494812,-0.0271280276816609,0.041584006151480196,-0.07111111111111111,0.186082276047674,-0.15378700499807765,-0.11909265667051133,-0.08421376393694734,-0.11909265667051133,0.029773164167627833,-0.14769703960015382,-0.029773164167627833,-0.24415224913494812,0.03844675124951941,-0.003936947327950788,0.2069357939254133,0.1085121107266436,-0.05173394848135333,0.22145328719723184,-0.04822760476739715,-0.08421376393694734,-0.09356401384083046,-0.024605920799692427,-0.05173394848135333,0.2761399461745483,0.03254133025759323,-0.007443291041906958,0.14173010380622836,0.03844675124951941,0.14769703960015382,0.09356401384083046,-0.022206843521722412,0.2288965782391388,-0.029773164167627833,0.13588619761630144,-0.19986159169550174,0.08421376393694734,-0.07972318339100345
POINT (-61.15285788220063 -8.094943604022038),2024,Deter_Deg_CsG,-0.06698961937716265,-0.017777777777777778,-0.16000000000000003,-0.05536332179930796,-0.07972318339100345,-0.03543252595155709,0.000984236831987697,0.11909265667051133,-0.05536332179930796,0.11909265667051133,0.07535563244905807,0.14769703960015382,0.06698961937716265,-0.07535563244905807,0.041584006151480196,-0.14173010380622836,-0.11909265667051133,-0.10340638216070744,0.04822760476739715,-0.11374086889657825,0.14769703960015382,-0.03844675124951941,0.1929104190695886,0.3278123798539023,0.07972318339100345,0.08421376393694734,0.2519646289888504,-0.03844675124951941,0.04822760476739715,-0.05173394848135333,0.17937716262975778,-0.14769703960015382,-0.12456747404844293,-0.08421376393694734,-0.13016532103037293,0.022206843521722412,-0.14769703960015382,-0.024605920799692427,-0.2364628988850442,0.04822760476739715,0.010396001537870049,0.2069357939254133,0.1085121107266436,-0.05911572472126105,0.21413302575932336,-0.05536332179930796,-0.08421376393694734,-0.07535563244905807,-0.0271280276816609,-0.07535563244905807,0.29287197231833906,0.03543252595155709,-0.01574778931180315,0.14769703960015382,0.03543252595155709,0.14769703960015382,0.10340638216070744,-0.019930795847750864,0.24415224913494812,-0.019930795847750864,0.14769703960015382,-0.19986159169550174,0.09842368319876971,-0.07111111111111111
POINT (-61.15276805067222 -8.094943604022038),2024,Deter_Deg_CsG,-0.08421376393694734,-0.01384083044982699,-0.17279507881584008,-0.05911572472126105,-0.07972318339100345,-0.04822760476739715,-0.010396001537870049,0.1085121107266436,-0.041584006151480196,0.10340638216070744,0.07972318339100345,0.13588619761630144,0.05911572472126105,-0.07535563244905807,0.03844675124951941,-0.13016532103037293,-0.11909265667051133,-0.1085121107266436,0.041584006151480196,-0.11909265667051133,0.14173010380622836,-0.04822760476739715,0.17279507881584008,0.3278123798539023,0.08882737408688965,0.09842368319876971,0.2599000384467512,-0.03844675124951941,0.05911572472126105,-0.05911572472126105,0.17937716262975778,-0.16000000000000003,-0.16000000000000003,-0.06698961937716265,-0.13016532103037293,0.01384083044982699,-0.15378700499807765,0.000984236831987697,-0.21413302575932336,0.0629911572472126,0.029773164167627833,0.2069357939254133,0.11374086889657825,-0.04822760476739715,0.2069357939254133,-0.05173394848135333,-0.07111111111111111,-0.044844290657439445,-0.05173394848135333,-0.07972318339100345,0.28444444444444444,0.019930795847750864,-0.003936947327950788,0.16633602460592078,0.05911572472126105,0.14769703960015382,0.09842368319876971,-0.017777777777777778,0.2364628988850442,-0.029773164167627833,0.16000000000000003,-0.19986159169550174,0.1085121107266436,-0.04822760476739715
POINT (-61.15267821914381 -8.094943604022038),2024,Deter_Deg_CsG,-0.08421376393694734,-0.017777777777777778,-0.186082276047674,-0.05536332179930796,-0.07972318339100345,-0.05911572472126105,-0.01574778931180315,0.10340638216070744,-0.041584006151480196,0.11374086889657825,0.07535563244905807,0.13588619761630144,0.0629911572472126,-0.08421376393694734,0.03844675124951941,-0.12456747404844293,-0.11909265667051133,-0.10340638216070744,0.041584006151480196,-0.11374086889657825,0.15378700499807765,-0.044844290657439445,0.16633602460592078,0.33685505574778934,0.09356401384083046,0.10340638216070744,0.2599000384467512,-0.03844675124951941,0.06698961937716265,-0.05911572472126105,0.186082276047674,-0.15378700499807765,-0.15378700499807765,-0.0629911572472126,-0.12456747404844293,0.003014225297962322,-0.15378700499807765,-6.151480199923106e-05,-0.19986159169550174,0.05173394848135333,0.0271280276816609,0.2069357939254133,0.11374086889657825,-0.041584006151480196,0.2069357939254133,-0.05173394848135333,-0.07111111111111111,-0.03254133025759323,-0.04822760476739715,-0.06698961937716265,0.2761399461745483,0.01384083044982699,-0.004982698961937716,0.17279507881584008,0.05911572472126105,0.15378700499807765,0.09356401384083046,-0.024605920799692427,0.2364628988850442,-0.03543252595155709,0.16000000000000003,-0.2069357939254133,0.1085121107266436,-0.04822760476739715
POINT (-61.152588387615396 -8.094943604022038),2024,Deter_Deg_CsG,-0.08421376393694734,-0.017777777777777778,-0.186082276047674,-0.05536332179930796,-0.07972318339100345,-0.05911572472126105,-0.01574778931180315,0.10340638216070744,-0.041584006151480196,0.11374086889657825,0.07535563244905807,0.13588619761630144,0.0629911572472126,-0.08421376393694734,0.03844675124951941,-0.12456747404844293,-0.11909265667051133,-0.10340638216070744,0.041584006151480196,-0.11374086889657825,0.15378700499807765,-0.044844290657439445,0.16633602460592078,0.33685505574778934,0.09356401384083046,0.10340638216070744,0.2599000384467512,-0.03844675124951941,0.06698961937716265,-0.05911572472126105,0.186082276047674,-0.15378700499807765,-0.15378700499807765,-0.0629911572472126,-0.12456747404844293,0.003014225297962322,-0.15378700499807765,-6.151480199923106e-05,-0.19986159169550174,0.05173394848135333,0.0271280276816609,0.2069357939254133,0.11374086889657825,-0.041584006151480196,0.2069357939254133,-0.05173394848135333,-0.07111111111111111,-0.03254133025759323,-0.04822760476739715,-0.06698961937716265,0.2761399461745483,0.01384083044982699,-0.004982698961937716,0.17279507881584008,0.05911572472126105,0.15378700499807765,0.09356401384083046,-0.024605920799692427,0.2364628988850442,-0.03543252595155709,0.16000000000000003,-0.2069357939254133,0.1085121107266436,-0.04822760476739715
POINT (-61.15285788220063 -8.094853772493625),2024,Deter_Deg_CsG,-0.0629911572472126,-0.041584006151480196,-0.15378700499807765,-0.044844290657439445,-0.08882737408688965,-0.03254133025759323,-0.003936947327950788,0.1085121107266436,-0.06698961937716265,0.13016532103037293,0.07111111111111111,0.16633602460592078,0.0629911572472126,-0.09356401384083046,0.03254133025759323,-0.15378700499807765,-0.14173010380622836,-0.09356401384083046,0.04822760476739715,-0.10340638216070744,0.14769703960015382,-0.019930795847750864,0.186082276047674,0.34602076124567477,0.07535563244905807,0.0629911572472126,0.24415224913494812,-0.029773164167627833,0.05911572472126105,-0.041584006151480196,0.16633602460592078,-0.14769703960015382,-0.1085121107266436,-0.07535563244905807,-0.14173010380622836,0.019930795847750864,-0.13588619761630144,-0.05173394848135333,-0.24415224913494812,0.04822760476739715,-0.012056901191849288,0.2288965782391388,0.1085121107266436,-0.06698961937716265,0.19986159169550174,-0.04822760476739715,-0.08421376393694734,-0.09842368319876971,-0.022206843521722412,-0.0629911572472126,0.28444444444444444,0.022206843521722412,-0.022206843521722412,0.13016532103037293,0.006151480199923107,0.13016532103037293,0.1085121107266436,-0.03844675124951941,0.2364628988850442,-0.008858131487889272,0.13016532103037293,-0.2069357939254133,0.08882737408688965,-0.09356401384083046
POINT (-61.15276805067222 -8.094853772493625),2024,Deter_Deg_CsG,-0.06698961937716265,-0.03254133025759323,-0.16633602460592078,-0.04822760476739715,-0.09356401384083046,-0.0271280276816609,-0.006151480199923107,0.11374086889657825,-0.05173394848135333,0.13016532103037293,0.07111111111111111,0.15378700499807765,0.07111111111111111,-0.09356401384083046,0.041584006151480196,-0.14173010380622836,-0.12456747404844293,-0.08882737408688965,0.029773164167627833,-0.10340638216070744,0.15378700499807765,-0.0271280276816609,0.17937716262975778,0.3553094963475586,0.07972318339100345,0.08882737408688965,0.24415224913494812,-0.03254133025759323,0.07111111111111111,-0.041584006151480196,0.17279507881584008,-0.16000000000000003,-0.12456747404844293,-0.06698961937716265,-0.13016532103037293,0.006151480199923107,-0.14769703960015382,-0.0271280276816609,-0.2288965782391388,0.03844675124951941,0.008858131487889272,0.22145328719723184,0.1085121107266436,-0.0629911572472126,0.19986159169550174,-0.05536332179930796,-0.08421376393694734,-0.07972318339100345,-0.029773164167627833,-0.06698961937716265,0.2761399461745483,0.024605920799692427,-0.022206843521722412,0.16000000000000003,0.0271280276816609,0.12456747404844293,0.1085121107266436,-0.03254133025759323,0.2364628988850442,-0.019930795847750864,0.12456747404844293,-0.2069357939254133,0.1085121107266436,-0.07535563244905807
POINT (-61.15267821914381 -8.094853772493625),2024,Deter_Deg_CsG,-0.07535563244905807,-0.0271280276816609,-0.17279507881584008,-0.044844290657439445,-0.09356401384083046,-0.03254133025759323,-0.004982698961937716,0.11374086889657825,-0.05536332179930796,0.13588619761630144,0.06698961937716265,0.15378700499807765,0.07535563244905807,-0.10340638216070744,0.041584006151480196,-0.13588619761630144,-0.12456747404844293,-0.08421376393694734,0.03254133025759323,-0.09842368319876971,0.15378700499807765,-0.0271280276816609,0.17937716262975778,0.3553094963475586,0.08421376393694734,0.09842368319876971,0.2519646289888504,-0.03543252595155709,0.07535563244905807,-0.04822760476739715,0.17279507881584008,-0.15378700499807765,-0.11374086889657825,-0.06698961937716265,-0.11374086889657825,-0.0005536332179930795,-0.14769703960015382,-0.024605920799692427,-0.2288965782391388,0.024605920799692427,0.008858131487889272,0.21413302575932336,0.1085121107266436,-0.05911572472126105,0.2069357939254133,-0.05536332179930796,-0.08421376393694734,-0.06698961937716265,-0.0271280276816609,-0.05173394848135333,0.2761399461745483,0.017777777777777778,-0.0271280276816609,0.17279507881584008,0.03543252595155709,0.13016532103037293,0.11374086889657825,-0.03844675124951941,0.2364628988850442,-0.0271280276816609,0.12456747404844293,-0.2069357939254133,0.1085121107266436,-0.07111111111111111
POINT (-61.152588387615396 -8.094853772493625),2024,Deter_Deg_CsG,-0.08882737408688965,-0.006151480199923107,-0.17279507881584008,-0.044844290657439445,-0.08421376393694734,-0.044844290657439445,-0.003936947327950788,0.12456747404844293,-0.04822760476739715,0.11374086889657825,0.07111111111111111,0.14173010380622836,0.07535563244905807,-0.09356401384083046,0.044844290657439445,-0.14173010380622836,-0.11909265667051133,-0.09356401384083046,0.022206843521722412,-0.11374086889657825,0.13588619761630144,-0.03543252595155709,0.17937716262975778,0.3553094963475586,0.09356401384083046,0.1085121107266436,0.2519646289888504,-0.029773164167627833,0.05536332179930796,-0.06698961937716265,0.1929104190695886,-0.14173010380622836,-0.1085121107266436,-0.07111111111111111,-0.1085121107266436,0.01574778931180315,-0.14769703960015382,-0.012056901191849288,-0.2288965782391388,0.0271280276816609,0.01574778931180315,0.19986159169550174,0.11374086889657825,-0.05536332179930796,0.21413302575932336,-0.04822760476739715,-0.08882737408688965,-0.05173394848135333,-0.024605920799692427,-0.05911572472126105,0.2761399461745483,0.024605920799692427,-0.006151480199923107,0.17279507881584008,0.04822760476739715,0.14769703960015382,0.11909265667051133,-0.03254133025759323,0.2364628988850442,-0.029773164167627833,0.12456747404844293,-0.19986159169550174,0.10340638216070744,-0.0629911572472126
POINT (-61.15267821914381 -8.094763940965214),2024,Deter_Deg_CsG,-0.06698961937716265,-0.007443291041906958,-0.16000000000000003,-0.041584006151480196,-0.07972318339100345,-0.029773164167627833,-0.003936947327950788,0.11909265667051133,-0.06698961937716265,0.13016532103037293,0.05911572472126105,0.16633602460592078,0.06698961937716265,-0.10340638216070744,0.0271280276816609,-0.14769703960015382,-0.13016532103037293,-0.07111111111111111,0.044844290657439445,-0.07972318339100345,0.15378700499807765,-0.01574778931180315,0.186082276047674,0.37425605536332185,0.08882737408688965,0.08421376393694734,0.24415224913494812,-0.024605920799692427,0.0629911572472126,-0.07972318339100345,0.186082276047674,-0.15378700499807765,-0.1085121107266436,-0.05911572472126105,-0.1085121107266436,0.008858131487889272,-0.14173010380622836,-0.029773164167627833,-0.24415224913494812,0.019930795847750864,-0.007443291041906958,0.21413302575932336,0.1085121107266436,-0.05536332179930796,0.22145328719723184,-0.044844290657439445,-0.08882737408688965,-0.08421376393694734,-0.024605920799692427,-0.0271280276816609,0.2599000384467512,0.022206843521722412,-0.01384083044982699,0.16000000000000003,0.03844675124951941,0.13588619761630144,0.10340638216070744,-0.03844675124951941,0.2288965782391388,-0.03254133025759323,0.1085121107266436,-0.2069357939254133,0.08882737408688965,-0.08421376393694734
POINT (-61.152588387615396 -8.094763940965214),2024,Deter_Deg_CsG,-0.07972318339100345,0.017777777777777778,-0.15378700499807765,-0.04822760476739715,-0.07535563244905807,-0.03543252595155709,0.004982698961937716,0.13016532103037293,-0.05911572472126105,0.10340638216070744,0.0629911572472126,0.15378700499807765,0.07111111111111111,-0.08882737408688965,0.03543252595155709,-0.14769703960015382,-0.12456747404844293,-0.08421376393694734,0.03543252595155709,-0.09842368319876971,0.13016532103037293,-0.0271280276816609,0.1929104190695886,0.37425605536332185,0.09356401384083046,0.09842368319876971,0.24415224913494812,-0.024605920799692427,0.044844290657439445,-0.08882737408688965,0.19986159169550174,-0.15378700499807765,-0.1085121107266436,-0.05911572472126105,-0.10340638216070744,0.029773164167627833,-0.13588619761630144,-0.017777777777777778,-0.2519646289888504,0.024605920799692427,0.003936947327950788,0.2069357939254133,0.10340638216070744,-0.05173394848135333,0.2288965782391388,-0.044844290657439445,-0.09356401384083046,-0.07535563244905807,-0.022206843521722412,-0.044844290657439445,0.2599000384467512,0.03254133025759323,0.000984236831987697,0.16633602460592078,0.05536332179930796,0.14769703960015382,0.11374086889657825,-0.029773164167627833,0.2288965782391388,-0.03254133025759323,0.1085121107266436,-0.19986159169550174,0.08421376393694734,-0.07535563244905807
POINT (-61.15267821914381 -8.094674109436802),2024,Deter_Deg_CsG,-0.05173394848135333,-0.01574778931180315,-0.15378700499807765,-0.044844290657439445,-0.0629911572472126,-0.04822760476739715,-0.0015378700499807767,0.1085121107266436,-0.08882737408688965,0.15378700499807765,0.044844290657439445,0.17279507881584008,0.05536332179930796,-0.11374086889657825,0.006151480199923107,-0.17279507881584008,-0.14173010380622836,-0.05536332179930796,0.05536332179930796,-0.04822760476739715,0.14173010380622836,0.01384083044982699,0.19986159169550174,0.37425605536332185,0.07535563244905807,0.044844290657439445,0.2288965782391388,-0.022206843521722412,0.05173394848135333,-0.08882737408688965,0.186082276047674,-0.17279507881584008,-0.10340638216070744,-0.05911572472126105,-0.11374086889657825,0.010396001537870049,-0.12456747404844293,-0.05173394848135333,-0.2519646289888504,0.012056901191849288,-0.03254133025759323,0.2288965782391388,0.10340638216070744,-0.07111111111111111,0.21413302575932336,-0.019930795847750864,-0.1085121107266436,-0.11374086889657825,-0.01574778931180315,-0.006151480199923107,0.2519646289888504,0.03543252595155709,-0.00024605920799692423,0.14173010380622836,0.002214532871972318,0.14173010380622836,0.10340638216070744,-0.029773164167627833,0.21413302575932336,-0.022206843521722412,0.09842368319876971,-0.2069357939254133,0.0629911572472126,-0.08421376393694734
POINT (-61.152588387615396 -8.094674109436802),2024,Deter_Deg_CsG,-0.0629911572472126,-0.004982698961937716,-0.13016532103037293,-0.041584006151480196,-0.05536332179930796,-0.019930795847750864,0.017777777777777778,0.11909265667051133,-0.07535563244905807,0.12456747404844293,0.05536332179930796,0.16633602460592078,0.0629911572472126,-0.09356401384083046,0.007443291041906958,-0.17279507881584008,-0.13588619761630144,-0.05911572472126105,0.05173394848135333,-0.07972318339100345,0.1085121107266436,0.002214532871972318,0.186082276047674,0.37425605536332185,0.07111111111111111,0.05911572472126105,0.22145328719723184,0.003936947327950788,0.041584006151480196,-0.11374086889657825,0.1929104190695886,-0.15378700499807765,-0.09356401384083046,-0.044844290657439445,-0.09842368319876971,0.03844675124951941,-0.13588619761630144,-0.041584006151480196,-0.2679584775086506,0.017777777777777778,-0.019930795847750864,0.2288965782391388,0.11909265667051133,-0.05536332179930796,0.2364628988850442,-0.03543252595155709,-0.13588619761630144,-0.12456747404844293,-0.012056901191849288,-0.01574778931180315,0.24415224913494812,0.05173394848135333,0.006151480199923107,0.16000000000000003,0.01574778931180315,0.16000000000000003,0.11374086889657825,-0.03543252595155709,0.22145328719723184,-0.017777777777777778,0.08882737408688965,-0.19986159169550174,0.05911572472126105,-0.07111111111111111
POINT (-61.15249855608698 -8.094674109436802),2024,Deter_Deg_CsG,-0.0629911572472126,-0.019930795847750864,-0.11909265667051133,-0.04822760476739715,-0.0629911572472126,-0.019930795847750864,0.0271280276816609,0.12456747404844293,-0.0629911572472126,0.12456747404844293,0.0629911572472126,0.14769703960015382,0.07111111111111111,-0.08421376393694734,0.017777777777777778,-0.16633602460592078,-0.13016532103037293,-0.07535563244905807,0.04822760476739715,-0.1085121107266436,0.10340638216070744,-0.002214532871972318,0.17937716262975778,0.3553094963475586,0.0629911572472126,0.06698961937716265,0.2288965782391388,-0.006151480199923107,0.04822760476739715,-0.09356401384083046,0.186082276047674,-0.16000000000000003,-0.11374086889657825,-0.044844290657439445,-0.11909265667051133,0.029773164167627833,-0.13588619761630144,-0.029773164167627833,-0.2761399461745483,0.029773164167627833,-0.000984236831987697,0.2288965782391388,0.11909265667051133,-0.06698961937716265,0.2288965782391388,-0.04822760476739715,-0.14173010380622836,-0.11374086889657825,-0.01574778931180315,-0.05173394848135333,0.2519646289888504,0.05911572472126105,0.0015378700499807767,0.16000000000000003,0.010396001537870049,0.16000000000000003,0.12456747404844293,-0.0271280276816609,0.2364628988850442,-0.0005536332179930795,0.09842368319876971,-0.21413302575932336,0.07111111111111111,-0.0629911572472126
POINT (-61.15240872455857 -8.094674109436802),2024,Deter_Deg_CsG,-0.0629911572472126,-0.019930795847750864,-0.11909265667051133,-0.04822760476739715,-0.0629911572472126,-0.019930795847750864,0.0271280276816609,0.12456747404844293,-0.0629911572472126,0.12456747404844293,0.0629911572472126,0.14769703960015382,0.07111111111111111,-0.08421376393694734,0.017777777777777778,-0.16633602460592078,-0.13016532103037293,-0.07535563244905807,0.04822760476739715,-0.1085121107266436,0.10340638216070744,-0.002214532871972318,0.17937716262975778,0.3553094963475586,0.0629911572472126,0.06698961937716265,0.2288965782391388,-0.006151480199923107,0.04822760476739715,-0.09356401384083046,0.186082276047674,-0.16000000000000003,-0.11374086889657825,-0.044844290657439445,-0.11909265667051133,0.029773164167627833,-0.13588619761630144,-0.029773164167627833,-0.2761399461745483,0.029773164167627833,-0.000984236831987697,0.2288965782391388,0.11909265667051133,-0.06698961937716265,0.2288965782391388,-0.04822760476739715,-0.14173010380622836,-0.11374086889657825,-0.01574778931180315,-0.05173394848135333,0.2519646289888504,0.05911572472126105,0.0015378700499807767,0.16000000000000003,0.010396001537870049,0.16000000000000003,0.12456747404844293,-0.0271280276816609,0.2364628988850442,-0.0005536332179930795,0.09842368319876971,-0.21413302575932336,0.07111111111111111,-0.0629911572472126
POINT (-61.15528333346775 -8.09368596262427),2024,Deter_Deg_CsG,-0.03844675124951941,-0.03844675124951941,-0.17279507881584008,-0.05911572472126105,-0.06698961937716265,-0.07111111111111111,-0.03844675124951941,0.08882737408688965,-0.07111111111111111,0.14769703960015382,0.0629911572472126,0.17279507881584008,0.03254133025759323,-0.07972318339100345,-0.01574778931180315,-0.16000000000000003,-0.14173010380622836,-0.05536332179930796,0.05911572472126105,-0.06698961937716265,0.17279507881584008,-0.004982698961937716,0.22145328719723184,0.36472126105344094,0.08421376393694734,0.03543252595155709,0.2069357939254133,-0.024605920799692427,0.04822760476739715,-0.08421376393694734,0.1929104190695886,-0.2069357939254133,-0.14769703960015382,-0.09842368319876971,-0.13588619761630144,-0.000984236831987697,-0.13016532103037293,-0.04822760476739715,-0.19986159169550174,0.017777777777777778,-0.019930795847750864,0.21413302575932336,0.12456747404844293,-0.06698961937716265,0.17279507881584008,-0.024605920799692427,-0.08421376393694734,-0.09356401384083046,-0.044844290657439445,-0.044844290657439445,0.2761399461745483,0.041584006151480196,0.029773164167627833,0.10340638216070744,0.019930795847750864,0.16633602460592078,0.06698961937716265,-0.003936947327950788,0.2069357939254133,-0.019930795847750864,0.15378700499807765,-0.19986159169550174,0.08882737408688965,-0.08421376393694734
POINT (-61.15537316499616 -8.09359613109586),2024,Deter_Deg_CsG,-0.03844675124951941,-0.041584006151480196,-0.16633602460592078,-0.07111111111111111,-0.07535563244905807,-0.07111111111111111,-0.0271280276816609,0.08882737408688965,-0.07972318339100345,0.14769703960015382,0.05173394848135333,0.16000000000000003,0.022206843521722412,-0.06698961937716265,-0.03254133025759323,-0.17937716262975778,-0.14769703960015382,-0.05173394848135333,0.0629911572472126,-0.05536332179930796,0.17279507881584008,0.022206843521722412,0.22145328719723184,0.36472126105344094,0.09842368319876971,0.017777777777777778,0.2069357939254133,-0.024605920799692427,0.04822760476739715,-0.09842368319876971,0.21413302575932336,-0.17937716262975778,-0.14769703960015382,-0.08882737408688965,-0.13588619761630144,-0.017777777777777778,-0.13588619761630144,-0.04822760476739715,-0.21413302575932336,-0.008858131487889272,-0.041584006151480196,0.2069357939254133,0.13016532103037293,-0.07972318339100345,0.17937716262975778,-0.022206843521722412,-0.09842368319876971,-0.11909265667051133,-0.05173394848135333,-0.03254133025759323,0.2599000384467512,0.03543252595155709,0.0271280276816609,0.1085121107266436,0.004982698961937716,0.16000000000000003,0.08882737408688965,-0.000984236831987697,0.19986159169550174,-0.019930795847750864,0.14173010380622836,-0.186082276047674,0.0629911572472126,-0.07535563244905807
POINT (-61.15528333346775 -8.09359613109586),2024,Deter_Deg_CsG,-0.044844290657439445,-0.03543252595155709,-0.16000000000000003,-0.05911572472126105,-0.05911572472126105,-0.05911572472126105,-0.0271280276816609,0.09842368319876971,-0.07535563244905807,0.14173010380622836,0.05536332179930796,0.15378700499807765,0.022206843521722412,-0.06698961937716265,-0.03844675124951941,-0.186082276047674,-0.15378700499807765,-0.04822760476739715,0.05911572472126105,-0.05911572472126105,0.15378700499807765,0.024605920799692427,0.2069357939254133,0.37425605536332185,0.09356401384083046,0.0271280276816609,0.19986159169550174,-0.01384083044982699,0.044844290657439445,-0.12456747404844293,0.21413302575932336,-0.1929104190695886,-0.14769703960015382,-0.07535563244905807,-0.13016532103037293,0.004982698961937716,-0.13016532103037293,-0.03543252595155709,-0.2288965782391388,-0.010396001537870049,-0.03254133025759323,0.19986159169550174,0.13016532103037293,-0.06698961937716265,0.17937716262975778,-0.01384083044982699,-0.10340638216070744,-0.11374086889657825,-0.05911572472126105,-0.024605920799692427,0.2519646289888504,0.03844675124951941,0.03254133025759323,0.11909265667051133,0.01574778931180315,0.17279507881584008,0.07972318339100345,-0.0015378700499807767,0.19986159169550174,-0.024605920799692427,0.13588619761630144,-0.1929104190695886,0.07972318339100345,-0.07535563244905807
POINT (-61.15537316499616 -8.093506299567446),2024,Deter_Deg_CsG,-0.03543252595155709,-0.0271280276816609,-0.16633602460592078,-0.06698961937716265,-0.07111111111111111,-0.06698961937716265,-0.024605920799692427,0.09356401384083046,-0.08421376393694734,0.14769703960015382,0.04822760476739715,0.16000000000000003,0.019930795847750864,-0.0629911572472126,-0.03844675124951941,-0.17937716262975778,-0.14769703960015382,-0.04822760476739715,0.07535563244905807,-0.041584006151480196,0.16633602460592078,0.017777777777777778,0.22145328719723184,0.37425605536332185,0.10340638216070744,0.017777777777777778,0.21413302575932336,-0.022206843521722412,0.03543252595155709,-0.11374086889657825,0.2288965782391388,-0.17279507881584008,-0.13588619761630144,-0.08421376393694734,-0.13016532103037293,-0.01574778931180315,-0.14173010380622836,-0.05173394848135333,-0.22145328719723184,-0.017777777777777778,-0.044844290657439445,0.2069357939254133,0.13016532103037293,-0.07972318339100345,0.186082276047674,-0.017777777777777778,-0.09842368319876971,-0.11909265667051133,-0.044844290657439445,-0.017777777777777778,0.2519646289888504,0.03543252595155709,0.0271280276816609,0.1085121107266436,0.01574778931180315,0.16000000000000003,0.09356401384083046,-0.000984236831987697,0.1929104190695886,-0.024605920799692427,0.13588619761630144,-0.186082276047674,0.05536332179930796,-0.07972318339100345
POINT (-61.15528333346775 -8.093506299567446),2024,Deter_Deg_CsG,-0.041584006151480196,-0.019930795847750864,-0.16000000000000003,-0.05536332179930796,-0.05173394848135333,-0.05536332179930796,-0.024605920799692427,0.10340638216070744,-0.08421376393694734,0.13588619761630144,0.05536332179930796,0.16000000000000003,0.019930795847750864,-0.06698961937716265,-0.04822760476739715,-0.1929104190695886,-0.15378700499807765,-0.044844290657439445,0.06698961937716265,-0.041584006151480196,0.15378700499807765,0.0271280276816609,0.2069357939254133,0.37425605536332185,0.09842368319876971,0.022206843521722412,0.19986159169550174,-0.008858131487889272,0.03254133025759323,-0.14173010380622836,0.2288965782391388,-0.186082276047674,-0.14173010380622836,-0.07111111111111111,-0.12456747404844293,0.010396001537870049,-0.13016532103037293,-0.03844675124951941,-0.2288965782391388,-0.01574778931180315,-0.03844675124951941,0.19986159169550174,0.13588619761630144,-0.06698961937716265,0.186082276047674,-0.008858131487889272,-0.10340638216070744,-0.11909265667051133,-0.05911572472126105,-0.006151480199923107,0.2364628988850442,0.041584006151480196,0.03844675124951941,0.11909265667051133,0.024605920799692427,0.17279507881584008,0.07972318339100345,-0.0015378700499807767,0.1929104190695886,-0.029773164167627833,0.12456747404844293,-0.186082276047674,0.06698961937716265,-0.07972318339100345
